"Question","Question_URL","Categories","Number_Ans_Official","Number_Foll","Number_View"
"I'm an accountant how can I earn from home is there any website which can provide work for me to do?","https://www.quora.com/Im-an-accountant-how-can-I-earn-from-home-is-there-any-website-which-can-provide-work-for-me-to-do","Accountants, Working at Home, Accounting, Making Money Online, Website Recommendations, Work, Websites, Wanting and Making Money, Money, Career Advice, Personal Question","1","1","267"
"What is the marking scheme of accounting equation question class 11? Will it consider the point or the total calculation?","https://www.quora.com/unanswered/What-is-the-marking-scheme-of-accounting-equation-question-class-11-Will-it-consider-the-point-or-the-total-calculation","Accounting, Studying, Education, Exams and Tests","0","1","167"
"Where can I get the SAP Financial Accounting C_TS4FI_1809 exam questions?","https://www.quora.com/unanswered/Where-can-I-get-the-SAP-Financial-Accounting-C_TS4FI_1809-exam-questions","Financial Accounting, SAP (company), Accounting, Exam Strategies, Finance, Exams and Tests","0","1","158"
"Today was my half-yearly Accountancy exam in class 12. It went worst and I am expecting just 50 out of 80. I made some mistakes in those questions which I practised but now, I have nothing to say. What should I do score good in Accountancy?","https://www.quora.com/unanswered/Today-was-my-half-yearly-Accountancy-exam-in-class-12-It-went-worst-and-I-am-expecting-just-50-out-of-80-I-made-some-mistakes-in-those-questions-which-I-practised-but-now-I-have-nothing-to-say-What-should-I-do-score","Accounting, Class 12th in India, Academic and Educational Advice, Studying, Education, Exams and Tests","0","1","7"
"Do you know someone who has attended ""Management and Finance for Young Chartered Accountants"" program at IIM Ahmedabad? Can you share your experience during and after having attended that program?","https://www.quora.com/Do-you-know-someone-who-has-attended-Management-and-Finance-for-Young-Chartered-Accountants-program-at-IIM-Ahmedabad-Can-you-share-your-experience-during-and-after-having-attended-that-program","Accountants, Indian Institutes of Management, Accounting, Chartered Accountants (CA), Master of Business Administration Degrees, The College and University Experience, Finance, Experiences in Life, Survey Question","1","1","576"
"How can we use the app perfectly for accounting QuickBooks?","https://www.quora.com/unanswered/How-can-we-use-the-app-perfectly-for-accounting-QuickBooks","QuickBooks Online (product), QuickBooks, Accounting Software, Accounting, Software and Applications","0","1","255"
"What is the meaning of heads, major head, and minor head used in accounts?","https://www.quora.com/unanswered/What-is-the-meaning-of-heads-major-head-and-minor-head-used-in-accounts","Accountants, Accounting, Chartered Accountants (CA), Phrase Definitions, Banking","0","1","195"
"Is it possible if somebody wants to start ACCA without any educational background or maybe a matric passed?","https://www.quora.com/Is-it-possible-if-somebody-wants-to-start-ACCA-without-any-educational-background-or-maybe-a-matric-passed","Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA), Career Advice","1","1","399"
"What should I do, FIA or ACCA qualification? I am going to start ACCA. I have done an MSc in mass communication.","https://www.quora.com/What-should-I-do-FIA-or-ACCA-qualification-I-am-going-to-start-ACCA-I-have-done-an-MSc-in-mass-communication","Mass Communication, Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA), Career Advice","2","0","152"
"Under what legal obligation is an automobile dealership required to raise invoice in the name of the party from whose account payment is credited?","https://www.quora.com/unanswered/Under-what-legal-obligation-is-an-automobile-dealership-required-to-raise-invoice-in-the-name-of-the-party-from-whose-account-payment-is-credited","Invoices, Car Dealerships, Accounting, Car Buying, Payments, Automotive Industry, Legal Issues and Law in Everyday Life, Banking, Law, Cars and Automobiles","0","1","194"
"Which one is better: have lots of assets but barely enough cash but have more than enough cash but barely any assets?","https://www.quora.com/Which-one-is-better-have-lots-of-assets-but-barely-enough-cash-but-have-more-than-enough-cash-but-barely-any-assets","Financial Assets, Assets, Cash, Accounting, Wealth, Personal Finance, Wanting and Making Money, Finance, Investing, Money","2","2","500"
"What is the difference between an investment account and a retirement account in Wealthfront?","https://www.quora.com/What-is-the-difference-between-an-investment-account-and-a-retirement-account-in-Wealthfront","Wealthfront, Retirement Planning, Personal Savings, Retirement, Accounting, Investment Advice, Personal Finance, Finance, Banking, Investing","1","2","214"
"How is it possible to get an accounting job in Canada from India? I am a chartered accountant from ICAI.","https://www.quora.com/unanswered/How-is-it-possible-to-get-an-accounting-job-in-Canada-from-India-I-am-a-chartered-accountant-from-ICAI","The Institute of Chartered Accountants of India (ICAI), Accountants, Accounting, Chartered Accountants (CA), Canada, Career Advice","0","2","643"
"What is the code of ethics for professional accountants?","https://www.quora.com/What-is-the-code-of-ethics-for-professional-accountants","Code of Ethics, Accountants, Accounting, Ethics","1","1","150"
"What sort of accountant do you have?","https://www.quora.com/unanswered/What-sort-of-accountant-do-you-have","Accountants, Accounting","0","1","482"
"How do I write daily work report as an accountant?","https://www.quora.com/unanswered/How-do-I-write-daily-work-report-as-an-accountant","Report Writing, Reports and Reporting (jobs and work), Accountants, Accounting, Writing","0","1","137"
"Is interest on capital a revenue expenditure or capital expenditure?","https://www.quora.com/Is-interest-on-capital-a-revenue-expenditure-or-capital-expenditure","Capital Expenditure, Expenditures, Capital (economics), Accounting, Finance, Economics","0","1","248"
"In India, which is the best bookkeeping service to track income-expenses for rental properties?","https://www.quora.com/In-India-which-is-the-best-bookkeeping-service-to-track-income-expenses-for-rental-properties","Bookkeeping (accounting), Expenses, Property Management, Real Estate Rentals, Income, Real Estate Investing, Accounting, Real Estate, Taxes, India","1","2","436"
"In the world of business, is the number derived from Annual Gross Sales + Annual Gross Margin a concept? For example, is it some number that a manager would try to optimize?","https://www.quora.com/In-the-world-of-business-is-the-number-derived-from-Annual-Gross-Sales-Annual-Gross-Margin-a-concept-For-example-is-it-some-number-that-a-manager-would-try-to-optimize","Gross Profit, Profit Margins, Revenue, Profitability, Retail, Accounting, Sales, Finance, Economics, Business","1","1","287"
"How important is AASCB accounting accredited schools for undergrads pursuing CPA licensure (CA and NY)?","https://www.quora.com/unanswered/How-important-is-AASCB-accounting-accredited-schools-for-undergrads-pursuing-CPA-licensure-CA-and-NY","Certified Public Accountants (CPA), Financial Accounting, Accountants, Accounting, Chartered Accountants (CA), Schools, Higher Education, Colleges and Universities, Education, Career Advice","0","0","245"
"How many courses are needed to study accounting?","https://www.quora.com/How-many-courses-are-needed-to-study-accounting","Accounting, Educational Courses, Studying, Education","3","1","161"
"Accountant, how long did/will you study to get the title of CPA? What area of accounting profession did/will you choose? What made you decide to choose this career? What is the importance of the accounting profession?","https://www.quora.com/Accountant-how-long-did-will-you-study-to-get-the-title-of-CPA-What-area-of-accounting-profession-did-will-you-choose-What-made-you-decide-to-choose-this-career-What-is-the-importance-of-the-accounting-profession","Certified Public Accountants (CPA), Accountants, Accounting, Career Choices, Jobs and Careers, Career Advice","1","1","1,043"
"How many accounting firms launder money for organized crime?","https://www.quora.com/How-many-accounting-firms-launder-money-for-organized-crime","Financial Crime, Money Laundering, Organized Crime, Accounting, Crime","0","1","71"
"What are some ""safety"" schools to transfer to for accounting (in California)?","https://www.quora.com/What-are-some-safety-schools-to-transfer-to-for-accounting-in-California","Accounting (college major), College Transfers, California (state), Accounting, Higher Education, Colleges and Universities, College and University Admissions, Education","1","0","306"
"Can a company give a salary of Rs. 22,000 in cash if the company is not registered?","https://www.quora.com/unanswered/Can-a-company-give-a-salary-of-Rs-22-000-in-cash-if-the-company-is-not-registered","Australia Student Visa, Accounting, Immigration, Companies, Salaries and Wages, Startup Strategy","0","0","182"
"What is something that you didn't expect about being an accountant?","https://www.quora.com/What-is-something-that-you-didnt-expect-about-being-an-accountant","Expectations, Accountants, Accounting, Jobs and Careers, Career Advice","6","1","474"
"Does a chartered accountant require username and password of my GST portal?","https://www.quora.com/Does-a-chartered-accountant-require-username-and-password-of-my-GST-portal","Goods and Services Tax, Accountants, Goods and Services Tax in India, Accounting, Chartered Accountants (CA), Taxes","1","1","370"
"Is it possible for a company to generate positive free cash flow as well as positive net income but still have shrinking total assets?","https://www.quora.com/Is-it-possible-for-a-company-to-generate-positive-free-cash-flow-as-well-as-positive-net-income-but-still-have-shrinking-total-assets","Cashflow, Accounting, Finance","1","0","228"
"What are the accounting principles and which principles is in practice for charity?","https://www.quora.com/What-are-the-accounting-principles-and-which-principles-is-in-practice-for-charity","Principles of Management, Generally Accepted Accounting Principles, Financial Accounting, Nonprofit Organizations, Charities, Charitable Giving, Values and Principles, Accounting, Finance","0","1","166"
